step,simulation_time,real_time,px,py,pz,vx,vy,vz,stiffness
1,0.01666666753590107,5.9604644775390625e-06,100.00206756591797,0.0020411990117281675,169.74403381347656,0.2493591159582138,0.24564847350120544,-13.613621711730957,inf
2,0.03333333507180214,0.07517075538635254,100.00833129882812,0.008184569887816906,169.3167724609375,0.5034530758857727,0.49263834953308105,-20.05548095703125,2296.01857076533
3,0.05000000260770321,0.13730072975158691,100.01875305175781,0.01834329590201378,168.85855102539062,0.7448563575744629,0.7239665985107422,-17.260183334350586,1107.870207302993
4,0.06666667014360428,0.22442412376403809,100.03302001953125,0.03215736523270607,168.5193634033203,0.9686123728752136,0.9335036873817444,-6.123457908630371,801.0318464988786
5,0.08333333767950535,0.301708459854126,100.05081176757812,0.049246933311223984,168.40989685058594,1.1651674509048462,1.116790771484375,9.643406867980957,735.3068142827733
6,0.10000000521540642,0.3661370277404785,100.07160949707031,0.06916354596614838,168.56517028808594,1.333968997001648,1.275708556175232,24.812219619750977,832.1573947034611
7,0.11666667275130749,0.4296231269836426,100.0950927734375,0.09163212031126022,168.93260192871094,1.4873313903808594,1.4244221448898315,34.50204086303711,1208.9739365903195
8,0.13333334028720856,0.4927825927734375,100.1211166381836,0.11661622673273087,169.39170837402344,1.6437716484069824,1.5805583000183105,35.54631423950195,2784.357557384149
9,0.15000000782310963,0.5540997982025146,100.14991760253906,0.1443720906972885,169.79212951660156,1.8223199844360352,1.7597206830978394,27.654041290283203,-20396.832487309646
10,0.1666666753590107,0.6147537231445312,100.18182373046875,0.1752653270959854,170.00360107421875,2.019648313522339,1.9595067501068115,13.450052261352539,-3779.3672329669034
11,0.18333334289491177,0.6791634559631348,100.21717071533203,0.20962056517601013,169.95835876464844,2.2275421619415283,2.1691460609436035,-2.3913869857788086,-4577.161896625374
12,0.20000001043081284,0.7519533634185791,100.25586700439453,0.2473572939634323,169.67254638671875,2.4113802909851074,2.3541173934936523,-14.710977554321289,13722.692849519744
13,0.2166666779667139,0.8246719837188721,100.29708862304688,0.28763842582702637,169.24061584472656,2.5312507152557373,2.4763145446777344,-19.502342224121094,1948.678952473327
14,0.23333334550261497,0.884929895401001,100.33951568603516,0.3291996419429779,168.80450439453125,2.5474729537963867,2.49894118309021,-15.21356201171875,1044.1397365728485
15,0.25000001303851604,0.9539480209350586,100.38136291503906,0.3703218102455139,168.50717163085938,2.4654781818389893,2.4269213676452637,-3.242001533508301,793.1360613873845
16,0.2666666805744171,1.0156970024108887,100.42138671875,0.4097760021686554,168.446044921875,2.334745168685913,2.3060860633850098,12.414240837097168,755.7845882560396
17,0.2833333481103182,1.0768349170684814,100.45928955078125,0.447269469499588,168.63986206054688,2.2216310501098633,2.2001793384552,26.561260223388672,888.4487376145269
18,0.30000001564621925,1.1377389430999756,100.4959487915039,0.48356345295906067,169.02345275878906,2.1889493465423584,2.167187452316284,34.63862609863281,1361.4013213620194
