time,x,y,z,vx,vy,vz
0.0,-0.5311305446252417,-0.19076282684945028,-1.4328903566472302,-0.01610687162715476,-0.001082671430173703,0.011529262887717604
0.01,-0.5311635400401996,-0.19077529312318686,-1.4328720320060935,-0.030211019726973265,0.00014986593646848924,0.013809429952853775
0.02,-0.5310789714148063,-0.19079041574385786,-1.4329014827386395,-0.043121071298431464,0.0012925320019228637,0.015853006493976196
0.03,-0.5308888226298528,-0.19080756909089444,-1.4329742770290708,-0.054862135351628614,0.002345473555864456,0.017656601167171777
0.04,-0.5306045965835543,-0.19082616487408782,-1.433086094758628,-0.06547040262540385,0.0033098666662225587,0.019222742655383516
0.05,-0.5302372218246884,-0.1908456551293175,-1.4332327758348415,-0.07499052584287598,0.004187623088896201,0.020558661881211995
0.06,-0.529796984114893,-0.19086553322467092,-1.433410357016122,-0.08347340646625763,0.004981165390555673,0.021675198430003758
0.07,-0.5292934789484268,-0.1908853334663937,-1.4336150987788452,-0.09097433281592397,0.005693254442256254,0.02258584838958128
0.08,-0.5287355816083567,-0.1909046297288658,-1.43384350370036,-0.0975514243878375,0.006326863806801879,0.023305969552777698
0.09,-0.528131431822568,-0.19092303340777392,-1.4340923276652047,-0.10326432993962786,0.006885081028516117,0.023852097553261703
0.1,-0.5274884305352467,-0.19094019095036469,-1.4343585850476,-0.10817314719055576,0.007371034457600754,0.024241381102531954
0.11,-0.5268132466491368,-0.19095578114827932,-1.4346395489331378,-0.11233753535528693,0.007787839961550063,0.024491126538609465
0.12,-0.5261118318804345,-0.19096951231144998,-1.434932747329103,-0.11581599315506401,0.008138564363742246,0.02461844253179736
0.13,-0.5253894421365881,-0.1909811194206985,-1.435235956158405,-0.11866527845907499,0.008426197947335302,0.024639938613511197
0.14,-0.5246506640455577,-0.19099036132662534,-1.4355471897497165,-0.12093995127652062,0.008653638741994348,0.024571519896647888
0.15,-0.5238994454577321,-0.1909970180395758,-1.4358646894531313,-0.12269202157801523,0.008823682102763164,0.02442823058804809
0.16,-0.5231391289089848,-0.1910008881502522,-1.4361869109287193,-0.12397068896141442,0.008939017835344494,0.024224164283571808
0.17,-0.5223724871636982,-0.19100178639048784,-1.4365125105575274,-0.12482215699621076,0.009002234182693792,0.023972232730437103
0.18,-0.5216017601372656,-0.1909995413233237,-1.436840330999482,-0.12528950441582684,0.009015790838928346,0.023684183553139865
0.19,-0.5208286925791388,-0.1909939932171255,-1.4371693864399546,-0.1254126332335925,0.008982035291038939,0.02337082503961737
0.2,-0.52005457192741,-0.19098499213010894,-1.4374988482024145,-0.12522825994304565,0.008903224240303714,0.023041975447964116
0.21,-0.5192802658943138,-0.19097239616489733,-1.4378280307246516,-0.12476993678485461,0.00878152179267919,0.02270640410675881
0.22,-0.5185062594220964,-0.1909560698761552,-1.4381563778955537,-0.12406811195236672,0.008619010584008237,0.022371813072298838
0.23,-0.5177326907001667,-0.19093588282361884,-1.4384834498030066,-0.12315021473916339,0.008417695856939182,0.0220448493945134
