time,x,y,z,vx,vy,vz
0.0,-0.5357424843854619,0.33428015335433414,-1.4097469325739105,-0.008070834116888631,-0.0009708671426400463,0.004151647194348249
0.01,-0.5358600104181604,0.33426656903772217,-1.4097007891830686,-0.006343051463414311,0.00047877698326704134,0.0009400117199459537
0.02,-0.5360187783621724,0.3342481573065832,-1.4096502564526514,-0.005432473773214567,0.0018252352528612126,-0.0017720211891238025
0.03,-0.5362105456496191,0.33422567692703725,-1.409597772553311,-0.00529787331609923,0.0030679736260679803,-0.00401083408093148
0.04,-0.5364272729177632,0.33419985614314185,-1.409545690200361,-0.0058884893710517226,0.004207448121266098,-0.005805607247947089
0.05,-0.5366612329920597,0.3341713900733617,-1.409496242367911,-0.007146812525827266,0.005244926604014936,-0.0071872737926972526
0.06,-0.5369050914932606,0.3341409389428571,-1.4094515166048311,-0.009010884337817649,0.006182328703561133,-0.008187684206331432
0.07,-0.5371519638881328,0.3341091270680043,-1.4094134364975848,-0.01141618289822342,0.007022084987460139,-0.008838969558989974
0.08,-0.537395453093856,0.3340765425000801,-1.4093837491157744,-0.014297151658830144,0.007767021839860515,-0.009173063012018322
0.09,-0.5376296711446743,0.33404373724084147,-1.4093640174333268,-0.01758843529072908,0.008420259495264173,-0.009221304240271955
0.1,-0.5378492479134546,0.3340112279135832,-1.409355616872532,-0.02122586305852369,0.008985127384665191,-0.009014138547259893
0.11,-0.5380493294242592,0.33397949678639793,-1.4093597352769907,-0.02514721801339581,0.009465094998726092,-0.008580891340158039
0.12,-0.5382255679022858,0.3339489930728555,-1.4093773757211285,-0.029292825596571537,0.009863717311854397,-0.007949611862382425
0.13,-0.5383741053767003,0.3339201344341258,-1.409409361613247,-0.033605992783122665,0.010184588625582315,-0.007146911922088047
0.14,-0.538491552365647,0.33389330862141653,-1.409456343641918,-0.038033319951397,0.010431308478752096,-0.006197895126182313
0.15,-0.5385749629268219,0.3338688752110985,-1.4095188081893513,-0.042524908908488035,0.010607453677132483,-0.005126092159709933
