time,x,y,z,vx,vy,vz
0.0,0.3081142301460206,-0.09451632765852383,-1.4819491221579504,0.008532738449494339,0.033228141512360955,0.005158819073521212
0.01,0.30825395777837417,-0.09471520456760907,-1.4819283085669333,0.002859711113437566,0.08302084285249481,0.0061176563134559825
0.02,0.3084414406938397,-0.09541227127147808,-1.4819239113065883,-0.0024354568895271003,0.12558652448012414,0.006762699343256044
0.03,0.30867309268534004,-0.0965353940046336,-1.481932528510774,-0.007583660640961229,0.1614775439302248,0.007063411330602702
0.04,0.30894771123363585,-0.09801796166325971,-1.481950468439029,-0.012703305548431394,0.19125005739166234,0.0070221811321092165
0.05,0.3092653523304952,-0.09979892195011861,-1.4819740774700678,-0.017835923846647228,0.2154429403941687,0.006663499394124756
0.06,0.3096265611718588,-0.10182260709884429,-1.4819999599719622,-0.02297484589307852,0.2345679409135766,0.006025574470079502
0.07,0.31003188931910364,-0.10403846143380673,-1.4820251144360945,-0.02808657997969806,0.24910654138409696,0.005154053849281378
0.08,0.31048162545586355,-0.10640073779820286,-1.4820470069199922,-0.03312571481285533,0.2595103792176845,0.0040974453085532644
0.09,0.31097567500276035,-0.10886819838872366,-1.4820635987872397,-0.038044603367693046,0.2662032073446003,0.002903860162238871
0.1,0.31151353643387525,-0.11140383535837972,-1.4820733419573033,-0.0427991298707324,0.26958321634263377,0.001618766041538074
0.11,0.31209433515161433,-0.1139746147714963,-1.4820751517531996,-0.0473517080375652,0.2700251142927993,0.0002835058340805545
0.12,0.31271688725392044,-0.11655124146189334,-1.4820683650019664,-0.05167243461182081,0.2678817242163066,-0.0010656015337014765
0.13,0.31337977476489237,-0.11910793994850034,-1.4820526892003687,-0.055739094821363314,0.2634850695018652,-0.002397717570149441
0.14,0.3140814208632093,-0.121622246270642,-1.482028147167862,-0.05953651645472844,0.2571470248579154,-0.003687604388928815
0.15,0.3148201586074013,-0.12407480638381324,-1.481995020544955,-0.06305560898134768,0.24915965234678975,-0.0049154921138490236
0.16,0.31559429001923567,-0.1264491779550155,-1.481953794660216,-0.06629230317881817,0.23979534631566224,-0.006066760877752011
