time,x,y,z,vx,vy,vz
0.0,-0.27711136635915,-0.15287888795569882,-1.4835881891836409,0.016947546368148183,0.0030344940780150645,0.005959412964164127
0.01,-0.277055786805983,-0.15276803113303472,-1.483557059775031,0.026704258786757404,-0.004449154439373941,0.00487436021243332
0.02,-0.27710674936725066,-0.15258153815534956,-1.4835238245136713,0.034247389455250875,-0.010367860301549021,0.003919018579910644
0.03,-0.2772419258391981,-0.1523353909768927,-1.4834894948700312,0.03971545359015842,-0.014825108031296302,0.003085197427756866
0.04,-0.2774402984332135,-0.1520445026547514,-1.483455011242831,0.0432758681086758,-0.017951408707792233,0.0023653498178246198
0.05,-0.2776824490729252,-0.1517224507279869,-1.4834212486151104,0.045110760970910824,-0.01989204952558233,0.0017523773378507464
0.06,-0.2779507070797371,-0.15138133257893444,-1.4833890203407414,0.045407606748545826,-0.02079809975704753,0.0012393626497265936
0.07,-0.27822920345890856,-0.15103171028873028,-1.4833590793295488,0.04435297431008321,-0.020819951884597822,0.0008193380813550986
0.08,-0.27850386286504647,-0.15068261970008887,-1.4833321169833817,0.04212833027009691,-0.020102804314467065,0.0004851323808166266
0.09,-0.2787623537689792,-0.150341624326583,-1.483308760657547,0.03890723558725979,-0.018783615406200087,0.00022930253039946157
0.1,-0.2789940107274138,-0.15001489944215146,-1.4832895704917728,0.0348535109412866,-0.016989163368815875,4.4140200536766034e-05
0.11,-0.27918973841779493,-0.1497073353321035,-1.4832750363513663,0.030120091471694775,-0.014834930833609455,-7.826460809530868e-05
0.12,-0.2793419043105814,-0.14942265149289036,-1.4832655754453392,0.024848382080990543,-0.012424598839284436,-0.00014592162043318825
0.13,-0.2794442249665376,-0.14916351571555278,-1.4832615309999677,0.019167982193373387,-0.009849985856012235,-0.00016681743386736812
0.14,-0.2794916496383681,-0.14893166362723265,-1.4832631721928218,0.01319668567419887,-0.007191306485912999,-0.0001487862556535833
0.15,-0.27948024391546533,-0.1487280155151498,-1.4832706954077515,0.0070406862109965475,-0.0045176543305344985,-9.938542300755358e-05
0.16,-0.27940707545555443,-0.14855278820946655,-1.4832842267597859,0.000794935304379304,-0.001887636362953065,-2.5783678839876598e-05
0.17,-0.27927010332020136,-0.14840560052547436,-1.4833038257595355,-0.00545638803525848,0.0006498963393739236,6.533268648350869e-05
0.18,-0.2790680720235404,-0.1482855713147534,-1.4833294899358969,-0.011639328016835168,0.00305506317786294,0.00016783310618279914
0.19,-0.27880041108347087,-0.1481914095898324,-1.4833611602089285,-0.01768954871291383,0.005296145231076666,0.0002761945923895311
0.2,-0.2784671406106972,-0.14812149649825307,-1.48339872679674,-0.023551696947567945,0.007348776352169931,0.0003855327679758158
0.21,-0.2780687832685674,-0.14807395915341362,-1.4834420354463798,-0.02917874766819943,0.00919515125118246,0.0004916136698979411
0.22,-0.2776062827749879,-0.14804673649924965,-1.483490893794863,-0.03453134474607799,0.010823262848448565,0.0005908485677826613
0.23,-0.2770809289888614,-0.14803763750767562,-1.4835450776890908,-0.03957714745941812,0.012226177468457389,0.0006802744006682189
0.24,-0.2764942895214761,-0.14804439209255021,-1.4836043373196108,-0.044290190710863986,0.013401353570915408,0.0007575225693583067
0.25,-0.27584814773319827,-0.1480646951801665,-1.4836684030506793,-0.04865026522141664,0.014350007501623567,0.0008207787866341865
0.26,-0.275144446913771,-0.14809624441047134,-1.4837369908562383,-0.05264232244662088,0.015076528045584214,0.0008687365321411811
0.27,-0.27438524039738105,-0.14813677196050912,-1.4838098072970014,-0.05625590772461537,0.015587940267920423,0.0009005464219314606
0.28,-0.2735726473288279,-0.1481840709859823,-1.4838865539970418,-0.05948462414436584,0.015893418148125157,0.0009157635188948281
0.29,-0.27270881377247236,-0.14823601717148568,-1.4839669315986317,-0.0623256287794775,0.01600384478215078,0.0009142943047130096
0.3,-0.2717958788393824,-0.14829058586737914,-1.4840506431913623,-0.0647791622388164,0.0159314183917273,0.0008963447252926422
0.31,-0.2708359454987452,-0.14834586527336802,-1.4841373972257712,-0.06684811191521012,0.015689301999349564,0.0008623704260777229
0.32,-0.26983105573594196,-0.1484000661071964,-1.4842269099329233,-0.06853760884744192,0.015291314367561693,0.0008130300183930381
0.33,-0.268783169720648,-0.1484515281726297,-1.484318907279864,-0.06985465773213329,0.014751659636529937,0.0007491419719182282
0.34,-0.26769414865305713,-0.1484987242150584,-1.484413126496861,-0.07080779931695391,0.01408469300383515,0.0006716455123092352
0.35000000000000003,-0.266565740964102,-0.14854026142633367,-1.484509317216188,-0.0714068041633346,0.01330471975831637,0.0005815657202636534
0.36,-0.2653995715557295,-0.14857488093341925,-1.484607242264185,-0.07166239657048559,0.012425824984724814,0.0004799828770280408
0.37,-0.2641971337793546,-0.14860145557838306,-1.4847066781485783,-0.07158600718691507,0.011461731139899758,0.0003680059905986112
0.38,-0.2629597838642273,-0.1486189862715185,-1.4848074152831021,-0.07118955341042735,0.010425681717335723,0.0002467502904483004
0.39,-0.26168873752201327,-0.14862659717337068,-1.48490925798927,-0.07048524520405562,0.009330347387488159,0.00011731850391962558
0.4,-0.26038506846919396,-0.14862352993632474,-1.4850120243121494,-0.06948541526533789,0.008187752979049667,-1.9214397917575662e-05
0.41000000000000003,-0.259049708624815,-0.14860913721350463,-1.4851155456849683,-0.06820237186133477,0.007009222961300366,-0.000161813300737515
0.42,-0.2576834497571804,-0.14858287562024622,-1.4852196664740327,-0.0666482726960859,0.00580534329644065,-0.00030949222339133036
0.43,-0.2562869463692207,-0.14854429831231908,-1.4853242434321008,-0.06483501821074839,0.004585937691943534,-0.00046132110371887095
